origin,relationship_id,join_method,semantic_group_position,semantic_group_size,relationship_type,input_validation_status,domain,match_classification,match_reason,candidate_count,cube_name,dimension_name,hierarchy_name,attribute_name,subset_name,view_name,target_name,candidate_node_ids
TI,semantic::ti::dataupdate - material ledger - consumption - transfers::CREATES_ATTRIBUTE::attribute::material ledger document.text,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Text,,,Material Ledger Document.Text,attribute::Material Ledger Document::Material Ledger Document::Text
TI,semantic::ti::dataupdate - material ledger - consumption - transfers::CREATES_ATTRIBUTE::attribute::material ledger document.trading partner,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Trading Partner,,,Material Ledger Document.Trading Partner,attribute::Material Ledger Document::Material Ledger Document::Trading Partner
TI,semantic::ti::dataupdate - material ledger - consumption - transfers::CREATES_ATTRIBUTE::attribute::material ledger document.valuation class,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Valuation Class,,,Material Ledger Document.Valuation Class,attribute::Material Ledger Document::Material Ledger Document::Valuation Class
TI,semantic::ti::dataupdate - material ledger - consumption - transfers::CREATES_ATTRIBUTE::attribute::material ledger document.valuation type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Valuation Type,,,Material Ledger Document.Valuation Type,attribute::Material Ledger Document::Material Ledger Document::Valuation Type
TI,semantic::ti::dataupdate - material ledger - consumption - transfers::CREATES_ATTRIBUTE::attribute::material ledger document.vendor,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Vendor,,,Material Ledger Document.Vendor,attribute::Material Ledger Document::Material Ledger Document::Vendor
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.account determination,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Account Determination,,,Material Ledger Document.Account Determination,attribute::Material Ledger Document::Material Ledger Document::Account Determination
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.alternative process,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Alternative Process,,,Material Ledger Document.Alternative Process,attribute::Material Ledger Document::Material Ledger Document::Alternative Process
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.assignment number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Assignment Number,,,Material Ledger Document.Assignment Number,attribute::Material Ledger Document::Material Ledger Document::Assignment Number
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.base uom,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Base UOM,,,Material Ledger Document.Base UOM,attribute::Material Ledger Document::Material Ledger Document::Base UOM
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.customer,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Customer,,,Material Ledger Document.Customer,attribute::Material Ledger Document::Material Ledger Document::Customer
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.goods movement type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Goods Movement Type,,,Material Ledger Document.Goods Movement Type,attribute::Material Ledger Document::Material Ledger Document::Goods Movement Type
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.ml document no,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,ML Document No,,,Material Ledger Document.ML Document No,attribute::Material Ledger Document::Material Ledger Document::ML Document No
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.object number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Object Number,,,Material Ledger Document.Object Number,attribute::Material Ledger Document::Material Ledger Document::Object Number
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.order item number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Order Item Number,,,Material Ledger Document.Order Item Number,attribute::Material Ledger Document::Material Ledger Document::Order Item Number
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.order number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Order Number,,,Material Ledger Document.Order Number,attribute::Material Ledger Document::Material Ledger Document::Order Number
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.po uom,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,PO UOM,,,Material Ledger Document.PO UOM,attribute::Material Ledger Document::Material Ledger Document::PO UOM
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.process,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Process,,,Material Ledger Document.Process,attribute::Material Ledger Document::Material Ledger Document::Process
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.purchasing document no,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Purchasing Document No,,,Material Ledger Document.Purchasing Document No,attribute::Material Ledger Document::Material Ledger Document::Purchasing Document No
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.ship-to party,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Ship-to Party,,,Material Ledger Document.Ship-to Party,attribute::Material Ledger Document::Material Ledger Document::Ship-to Party
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.text,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Text,,,Material Ledger Document.Text,attribute::Material Ledger Document::Material Ledger Document::Text
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.trading partner,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Trading Partner,,,Material Ledger Document.Trading Partner,attribute::Material Ledger Document::Material Ledger Document::Trading Partner
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.valuation class,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Valuation Class,,,Material Ledger Document.Valuation Class,attribute::Material Ledger Document::Material Ledger Document::Valuation Class
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.valuation type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Valuation Type,,,Material Ledger Document.Valuation Type,attribute::Material Ledger Document::Material Ledger Document::Valuation Type
TI,semantic::ti::dataupdate - material ledger - receipts - all other::CREATES_ATTRIBUTE::attribute::material ledger document.vendor,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Vendor,,,Material Ledger Document.Vendor,attribute::Material Ledger Document::Material Ledger Document::Vendor
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.account determination,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Account Determination,,,Material Ledger Document.Account Determination,attribute::Material Ledger Document::Material Ledger Document::Account Determination
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.alternative process,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Alternative Process,,,Material Ledger Document.Alternative Process,attribute::Material Ledger Document::Material Ledger Document::Alternative Process
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.assignment number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Assignment Number,,,Material Ledger Document.Assignment Number,attribute::Material Ledger Document::Material Ledger Document::Assignment Number
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.base uom,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Base UOM,,,Material Ledger Document.Base UOM,attribute::Material Ledger Document::Material Ledger Document::Base UOM
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.customer,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Customer,,,Material Ledger Document.Customer,attribute::Material Ledger Document::Material Ledger Document::Customer
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.goods movement type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Goods Movement Type,,,Material Ledger Document.Goods Movement Type,attribute::Material Ledger Document::Material Ledger Document::Goods Movement Type
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.ml document no,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,ML Document No,,,Material Ledger Document.ML Document No,attribute::Material Ledger Document::Material Ledger Document::ML Document No
TI,semantic::ti::dataupdate - material ledger - receipts - external procured receipts::CREATES_ATTRIBUTE::attribute::material ledger document.object number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material Ledger Document,,Object Number,,,Material Ledger Document.Object Number,attribute::Material Ledger Document::Material Ledger Document::Object Number
